City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Acajutla,SV,13.5928,-89.8275,77.81,78,0,5.32,clear sky
477,Ban Dung,TH,17.699,103.2596,74.03,84,16,8.84,few clouds
478,Jalu,LY,29.0331,21.5482,50.16,60,6,12.62,clear sky
479,Coos Bay,US,43.3665,-124.2179,51.85,95,0,8.05,clear sky
480,Hofn,IS,64.2539,-15.2082,29.48,57,100,22.37,overcast clouds
481,Provideniya,RU,64.3833,-173.3,4.26,59,9,23.94,clear sky
482,Shu,KZ,43.5983,73.7614,28.71,85,5,2.24,clear sky
483,Tymovskoye,RU,50.8456,142.655,8.1,88,100,7.29,light snow
484,Sitka,US,57.0531,-135.33,44.49,87,100,18.41,light rain
485,Caraballeda,VE,10.6112,-66.8522,78.87,83,20,3.44,few clouds
486,Perth,AU,-31.9333,115.8333,95.67,19,0,13.8,clear sky
487,Luebo,CD,-5.35,21.4167,66.47,99,100,0.96,overcast clouds
488,Meihekou,CN,42.5272,125.6753,6.51,72,10,9.22,clear sky
489,Mount Isa,AU,-20.7333,139.5,82.17,32,100,12.66,overcast clouds
490,San Patricio,US,28.017,-97.5169,35.83,75,100,18.37,overcast clouds
491,Port Lincoln,AU,-34.7333,135.8667,67.06,60,44,15.73,scattered clouds
492,Niltepec,MX,16.5667,-94.6167,74.46,85,8,3.76,clear sky
493,Chor,PK,25.5167,69.7667,57.83,32,0,8.3,clear sky
494,Batemans Bay,AU,-35.7167,150.1833,70.99,79,79,11.48,broken clouds
495,Sechelt,CA,49.4664,-123.7694,44.55,98,100,4.92,overcast clouds
496,Komsomolskiy,UZ,40.4272,71.7189,33.22,86,2,4.61,clear sky
497,Kayerkan,RU,69.3497,87.7602,-13.79,97,56,5.95,broken clouds
498,Isangel,VU,-19.55,169.2667,84.31,84,100,4.61,heavy intensity rain
499,Stokmarknes,NO,68.5646,14.9108,20.21,63,100,14.34,overcast clouds
500,Harij,IN,23.7,71.9,54.97,62,0,1.81,clear sky
501,Flagstaff,US,35.1981,-111.6513,29.52,29,0,1.01,clear sky
502,Aktau,KZ,43.65,51.2,36.18,71,100,12.26,overcast clouds
503,Gornopravdinsk,RU,60.05,69.9,23.83,94,100,8.95,light snow
504,Derzhavinsk,KZ,51.1,66.3167,5.34,82,84,6.26,broken clouds
505,Tutoia,BR,-2.7619,-42.2744,84.18,88,100,12.59,overcast clouds
506,Khandbari,NP,27.3747,87.2039,50.38,83,100,1.34,light rain
507,Znamenka,RU,52.4167,41.4311,26.64,97,100,10.45,light snow
508,Coihaique,CL,-45.5752,-72.0662,60.75,67,75,4.61,broken clouds
509,Oussouye,SN,12.485,-16.5469,70.63,73,0,6.17,clear sky
510,Bilibino,RU,68.0546,166.4372,-3.51,68,0,3.67,clear sky
511,Noumea,NC,-22.2763,166.4572,87.78,90,100,10.29,overcast clouds
512,Luderitz,NA,-26.6481,15.1594,68.23,70,1,15.12,clear sky
513,Athabasca,CA,54.7169,-113.2854,-9.58,92,100,4.85,overcast clouds
514,Necochea,AR,-38.5473,-58.7368,66.04,92,100,5.57,overcast clouds
515,Huarmey,PE,-10.0681,-78.1522,71.67,81,22,7.76,few clouds
516,Holeby,DK,54.7115,11.4642,43.05,94,100,16.02,overcast clouds
517,Namatanai,PG,-3.6667,152.4333,84.51,68,90,10.83,overcast clouds
518,Sibay,RU,52.7181,58.6658,16.95,89,100,8.79,overcast clouds
519,Xinmin,CN,41.9908,122.8253,12.45,42,0,11.79,clear sky
520,San Policarpo,PH,12.1791,125.5072,77.23,85,100,20.58,overcast clouds
521,Bud,US,39.447,-86.1758,21.31,92,100,17.11,light snow
522,Padang,ID,-0.9492,100.3543,77.05,73,92,1.66,overcast clouds
523,Jaru,BR,-10.4389,-62.4664,73.65,95,96,0.98,overcast clouds
524,Rio Grande,BR,-32.035,-52.0986,77.05,84,100,11.95,moderate rain
525,Lodja,CD,-3.4833,23.4333,68.2,91,100,2.1,overcast clouds
526,Santa Cruz,BO,-17.8,-63.1667,76.46,88,40,9.22,scattered clouds
527,Bukan,IR,36.521,46.2089,20.55,82,10,5.28,clear sky
528,Shahr-E Babak,IR,30.1165,55.1186,42.55,31,0,3.62,clear sky
529,Kuzovatovo,RU,53.5468,47.6866,32.0,99,100,5.39,snow
530,Ankazoabo,MG,-22.2833,44.5167,71.19,73,0,4.94,clear sky
531,Varhaug,NO,58.6147,5.6457,41.85,93,100,19.46,light rain
532,Shitanjing,CN,39.2342,106.3439,14.52,35,0,0.16,clear sky
533,Batangafo,CF,7.3008,18.2833,71.83,17,17,8.03,few clouds
534,Fortuna,US,40.5982,-124.1573,50.34,90,0,6.91,clear sky
535,Vardo,NO,70.3705,31.1107,26.62,63,100,13.06,light snow
536,Jutai,BR,-5.1833,-68.9,72.88,98,100,1.5,heavy intensity rain
537,Sijunjung,ID,-0.6876,100.9537,77.34,88,84,0.6,moderate rain
538,Bozeman,US,45.6796,-111.0386,23.2,73,100,3.44,overcast clouds
539,Oneonta,US,42.4529,-75.0638,37.8,96,100,5.91,snow
540,Zhurivka,UA,50.5028,31.7849,22.98,96,77,9.98,broken clouds
541,Ambon,ID,-3.6954,128.1814,84.34,79,40,4.61,scattered clouds
542,Skelleftea,SE,64.7507,20.9528,-1.84,84,100,2.3,overcast clouds
543,Dudinka,RU,69.4058,86.1778,-21.91,100,65,4.0,broken clouds
544,Aviles,ES,43.5547,-5.9248,51.93,78,100,4.61,overcast clouds
545,Rong Kwang,TH,18.339,100.3174,72.55,58,25,1.7,scattered clouds
546,Tanete,ID,-3.9443,119.7848,86.43,64,71,9.35,broken clouds
547,Paamiut,GL,61.994,-49.6678,19.4,95,100,10.04,snow
548,Hlobyne,UA,49.3878,33.2596,18.7,95,100,12.12,overcast clouds
549,Pangai,TO,-19.8,-174.35,81.88,79,100,20.58,light rain
550,Elizabeth City,US,36.2946,-76.2511,63.01,79,0,9.22,clear sky
551,Aykhal,RU,66.0,111.5,-21.62,100,100,0.85,overcast clouds
552,Tayga,RU,56.06,85.6197,11.32,98,100,6.13,overcast clouds
553,Irpa Irpa,BO,-17.7167,-66.2667,62.6,69,99,4.76,light rain
554,Wilmington,US,34.2257,-77.9447,64.98,82,75,8.05,broken clouds
555,Tikrit,IQ,34.6071,43.6782,50.32,42,30,10.98,scattered clouds
556,Mogadishu,SO,2.0371,45.3438,75.9,79,5,19.55,clear sky
557,Ylojarvi,FI,61.5563,23.5961,10.94,88,75,3.44,broken clouds
558,Puerto Leguizamo,CO,-0.1934,-74.7819,73.58,95,97,2.98,overcast clouds
559,Waycross,US,31.2136,-82.354,72.32,73,0,8.05,clear sky
560,Yazd,IR,31.8972,54.3675,41.11,42,0,4.61,clear sky
561,Novaya Malykla,RU,54.2,49.95,32.25,99,100,8.46,snow
562,Antalaha,MG,-14.9003,50.2788,75.81,85,100,5.77,overcast clouds
563,Kandri,IN,21.4167,79.2667,58.57,47,6,5.77,clear sky
564,Corn Island,NI,12.1694,-83.0418,80.44,76,0,15.84,clear sky
565,Papara,BR,-3.9839,-38.7273,81.0,93,87,2.86,overcast clouds
566,Goderich,CA,43.7501,-81.7165,15.91,73,100,11.5,overcast clouds
567,Harper,LR,4.375,-7.7169,77.81,84,13,3.56,light rain
568,Oia,PT,40.5426,-8.5386,50.4,82,100,0.47,overcast clouds
569,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,88,20,13.2,few clouds
570,Kuito,AO,-12.3833,16.9333,58.6,98,100,2.93,light rain
571,Arrifes,PT,37.7667,-25.7,58.23,77,20,16.11,few clouds
572,Labuhan,ID,-6.8844,112.2051,81.81,76,80,5.46,broken clouds
573,Puerto Ayacucho,VE,5.6639,-67.6236,82.18,77,57,3.78,broken clouds
574,Idar-Oberstein,DE,49.7,7.3,42.75,84,93,7.29,overcast clouds
575,Maraa,BR,-1.8333,-65.3667,72.64,98,79,0.6,broken clouds
576,Ishigaki,JP,24.3448,124.1572,64.53,100,75,23.02,mist
577,Podor,MR,16.6527,-14.9587,73.81,9,0,10.29,clear sky
578,Rio Gallegos,AR,-51.6226,-69.2181,48.25,61,75,10.36,broken clouds
579,Lubbock,US,33.6001,-101.8338,16.05,78,100,5.01,light snow
580,Kulu,TR,39.0951,33.0799,32.41,98,100,10.33,snow
581,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,100,4.61,light snow
582,Erice,IT,38.037,12.5865,42.96,76,0,8.05,clear sky
583,Weihai,CN,37.5017,122.1136,29.05,58,97,12.86,overcast clouds
584,Tabuk,PH,17.4189,121.4443,76.12,80,60,4.72,broken clouds
585,Sinazongwe,ZM,-17.2614,27.4618,73.69,84,10,3.56,clear sky
586,Anloga,GH,5.7947,0.8973,82.62,81,0,7.16,clear sky
587,Sitrah,BH,26.1547,50.6206,62.6,85,0,2.3,clear sky
588,Frolovo,RU,49.7713,43.6622,34.39,100,100,8.77,snow
589,Grand-Santi,GF,4.25,-54.3833,72.0,99,100,2.19,light rain
590,Middletown,US,39.5151,-84.3983,24.62,92,100,13.8,snow
591,North Myrtle Beach,US,33.816,-78.68,64.45,93,0,10.36,clear sky
592,Pacific Grove,US,36.6177,-121.9166,61.95,77,0,1.01,clear sky
593,Deputatskiy,RU,69.3,139.9,-24.29,97,49,2.04,scattered clouds
594,Sidney,AU,-33.8679,151.2073,75.22,74,75,1.99,light intensity shower rain
595,Kahului,US,20.8947,-156.47,83.46,60,0,17.27,clear sky
596,Ibra,OM,22.6906,58.5334,59.61,67,0,4.03,clear sky
597,Tavda,RU,58.0425,65.2726,27.95,93,100,8.32,overcast clouds
598,Orizona,BR,-17.0314,-48.2958,68.68,87,78,2.39,broken clouds
599,Barra,BR,-11.0894,-43.1417,79.03,57,71,4.56,broken clouds
600,Pulandian,CN,39.3953,121.9669,21.33,43,3,15.84,clear sky
601,Marzuq,YE,14.4,46.4667,58.24,31,4,2.42,clear sky
602,Cherdyn,RU,60.403,56.4787,-2.36,100,100,2.13,overcast clouds
603,Mahibadhoo,MV,3.7833,72.9667,80.87,70,22,6.51,few clouds
604,Prieska,ZA,-29.6641,22.7474,68.95,45,0,5.53,clear sky
605,Cayenne,GF,4.9333,-52.3333,78.1,86,75,3.0,broken clouds
606,Opuwo,NA,-18.0607,13.84,63.1,58,5,1.41,clear sky
607,Iskenderun,TR,36.5872,36.1735,45.43,82,100,10.04,overcast clouds
608,Saryagash,KZ,41.4511,69.1701,37.36,30,0,8.14,clear sky
609,Vasto,IT,42.1243,14.7059,47.48,64,100,5.68,overcast clouds
610,Gravdal,NO,68.1214,13.5031,24.96,65,100,36.57,overcast clouds
611,Samara,RU,53.0,50.0,32.14,95,100,9.98,snow
612,Hanting,CN,36.7708,119.2108,33.21,40,70,11.41,broken clouds
613,Tautira,PF,-17.7333,-149.15,87.82,76,42,15.41,scattered clouds
614,Kirakira,SB,-10.4544,161.9205,81.97,82,100,10.74,light rain
615,Abu Samrah,SY,35.3029,37.1841,43.83,88,98,7.4,overcast clouds
616,Tual,ID,-5.6667,132.75,83.52,73,90,14.09,overcast clouds
617,Nacala,MZ,-14.5428,40.6728,75.87,90,99,2.51,overcast clouds
618,Creston,US,41.0586,-94.3614,10.53,61,0,5.75,clear sky
619,Akhtubinsk,RU,48.2795,46.1722,30.38,92,100,8.84,overcast clouds
620,Gizo,SB,-8.103,156.8419,81.52,78,100,11.34,overcast clouds
621,Alta Floresta,BR,-9.8756,-56.0861,75.02,100,0,1.14,clear sky
622,Yeppoon,AU,-23.1333,150.7333,83.98,81,100,16.64,overcast clouds
623,Codrington,AU,-38.2667,141.9667,65.52,62,81,15.01,broken clouds
624,Ancud,CL,-41.8697,-73.8203,61.23,96,44,3.18,scattered clouds
625,Buraydah,SA,26.326,43.975,64.85,59,3,10.67,clear sky
626,Barzas,RU,55.7167,86.3167,3.43,98,100,4.9,overcast clouds
627,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.83,83,20,8.05,few clouds
628,Kholm,RU,59.2667,32.85,-3.19,100,100,1.99,overcast clouds
629,Brewster,US,41.3973,-73.6171,45.79,94,100,0.0,moderate rain
630,Yenagoa,NG,4.9247,6.2642,76.87,85,6,2.42,clear sky
631,Babushkin,RU,51.7122,105.8647,9.41,88,97,3.65,overcast clouds
632,Batticaloa,LK,7.7102,81.6924,74.66,80,2,1.95,clear sky
633,Ukiah,US,39.1502,-123.2078,60.58,57,0,5.75,clear sky
634,Qeshm,IR,26.9581,56.2719,57.09,55,0,4.79,clear sky
635,Saint-Augustin,CA,51.226,-58.6502,10.02,70,100,17.07,overcast clouds
636,Hamilton,US,39.1834,-84.5333,25.72,91,100,4.0,mist
637,Pak Phanang,TH,8.3511,100.202,82.42,73,7,10.69,clear sky
638,Krasnoarmeysk,RU,51.0239,45.6969,32.16,99,100,9.51,overcast clouds
639,Palana,RU,59.1167,159.9667,11.3,83,100,13.56,overcast clouds
640,Beidao,CN,34.5686,105.8933,24.13,84,96,2.37,overcast clouds
641,Brighton,GB,50.8284,-0.1395,50.32,89,100,13.0,overcast clouds
642,Bandarbeyla,SO,9.4942,50.8122,72.34,72,6,12.33,clear sky
643,Maniitsoq,GL,65.4167,-52.9,12.2,82,100,21.32,light snow
644,Lander,US,42.833,-108.7307,12.16,71,16,4.52,few clouds
645,Praia,CV,14.9215,-23.5087,70.34,68,0,6.91,clear sky
646,Nuuk,GL,64.1835,-51.7216,14.61,79,75,5.75,light shower snow
647,Macapa,BR,0.0389,-51.0664,80.58,89,75,5.75,broken clouds
648,Neuquen,AR,-38.9516,-68.0591,71.49,64,75,6.91,light rain
649,Koppang,NO,61.5706,11.0555,23.45,95,100,11.25,light snow
650,Camargo,MX,27.6667,-105.1667,49.1,40,0,16.84,clear sky
651,Camacha,PT,33.0833,-16.3333,62.53,94,20,8.05,few clouds
652,Nathdwara,IN,24.9333,73.8167,49.19,39,0,5.17,clear sky
653,Mitu,CO,1.1983,-70.1733,71.42,98,57,0.27,broken clouds
654,Rockland,US,41.1668,-74.0496,45.43,92,100,1.95,light rain
655,Marawi,PH,7.9986,124.2928,72.64,84,100,2.75,moderate rain
656,Monte Patria,CL,-30.6919,-70.9467,69.84,55,0,1.92,clear sky
657,Xichang,CN,27.8964,102.2634,42.21,91,95,2.1,overcast clouds
658,Bandarban,BD,22.1965,92.2262,64.56,52,0,2.62,clear sky
659,Geraldton,AU,-28.7667,114.6,97.21,12,0,23.02,clear sky
660,Port Augusta,AU,-32.5,137.7667,77.7,31,0,10.04,clear sky
661,Erzin,TR,36.9559,36.2,45.12,82,100,7.85,overcast clouds
662,Aksarka,RU,66.5606,67.7975,-13.29,100,99,1.23,overcast clouds
663,Hammerfest,NO,70.6634,23.6821,16.25,73,0,11.5,clear sky
664,Teya,RU,60.3778,92.6267,10.83,93,100,6.35,overcast clouds
665,Aasiaat,GL,68.7098,-52.8699,14.81,81,100,29.12,overcast clouds
666,Palmer,US,42.1584,-72.3287,44.15,88,100,3.44,mist
667,Tahta,EG,26.7693,31.5021,50.86,48,3,10.04,clear sky
668,Chililabombwe,ZM,-12.3648,27.8229,62.38,99,100,5.12,light rain
669,Xiamen,CN,24.4798,118.0819,55.45,82,100,8.95,overcast clouds
670,Pimenta Bueno,BR,-11.6725,-61.1936,72.01,98,66,2.75,broken clouds
671,Petatlan,MX,17.5167,-101.2667,80.4,77,0,2.91,clear sky
672,Maragogi,BR,-9.0122,-35.2225,78.8,74,98,8.46,overcast clouds
673,Tabou,CI,4.423,-7.3528,77.88,86,9,4.92,light rain
674,Karasjok,NO,69.4719,25.5112,6.91,98,96,4.92,overcast clouds
675,Pemberton,CA,50.3164,-122.8027,31.86,97,96,2.1,overcast clouds
676,Rio Grande City,US,26.3798,-98.8203,39.88,57,99,18.43,overcast clouds
677,Sao Paulo Do Potengi,BR,-5.895,-35.7628,82.08,80,22,7.31,few clouds
678,Porto Novo,BJ,6.4965,2.6036,82.22,86,0,6.2,clear sky
679,Sorland,NO,67.667,12.6934,25.2,80,100,34.14,light snow
680,Sobolevo,RU,54.4299,31.8996,6.37,99,92,6.8,overcast clouds
681,Harindanga,IN,22.0383,88.3214,66.18,71,0,9.8,clear sky
682,Kidal,ML,18.4411,1.4078,58.41,16,0,14.92,clear sky
683,Eureka,US,40.8021,-124.1637,50.61,85,2,5.99,clear sky
684,Mizur,RU,42.8531,44.0531,22.8,56,100,5.5,overcast clouds
685,Manacor,ES,39.5696,3.2096,53.83,78,90,4.27,overcast clouds
686,La Asuncion,VE,11.0333,-63.8628,78.53,78,1,14.97,clear sky
687,Greenville,US,35.6127,-77.3663,66.36,74,100,9.22,overcast clouds
688,Si Satchanalai,TH,17.5169,99.7598,73.18,58,89,2.68,overcast clouds
689,La Rioja,ES,42.25,-2.5,46.04,61,94,3.51,overcast clouds
690,Hlotse,LS,-28.8718,28.045,62.37,84,54,4.07,broken clouds
691,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.79,61,100,17.27,overcast clouds
692,Mangrol,IN,21.1167,70.1167,62.1,47,13,5.3,few clouds
693,Shonguy,RU,68.7526,33.146,3.27,85,75,0.0,mist
694,Marrakesh,MA,31.6315,-8.0083,59.07,44,0,2.3,clear sky
695,Awjilah,LY,29.1081,21.2869,50.38,60,7,12.66,clear sky
696,Palmerston North,NZ,-40.35,175.6167,91.06,43,13,5.99,few clouds
697,Turkistan,KZ,43.0,68.0,32.88,72,3,12.03,clear sky
698,Cairns,AU,-16.9167,145.7667,85.95,66,100,9.22,overcast clouds
699,Monopoli,IT,40.9559,17.2896,46.42,54,100,1.97,overcast clouds
700,Ahvaz,IR,31.3203,48.6693,53.55,87,0,6.91,clear sky
701,Vohibinany,MG,-17.35,49.0333,72.82,79,100,4.59,overcast clouds
702,Taoudenni,ML,22.6783,-3.9836,62.31,20,39,10.25,scattered clouds
703,Korla,CN,41.7597,86.1469,25.11,45,100,6.87,overcast clouds
704,Makakilo City,US,21.3469,-158.0858,80.92,45,0,14.97,clear sky
705,Paciran,ID,-6.8767,112.3761,81.9,75,79,5.68,broken clouds
706,Raahe,FI,64.6833,24.4833,0.19,97,65,7.25,broken clouds
707,Pangnirtung,CA,66.1451,-65.7125,-13.38,99,100,4.59,overcast clouds
708,Langres,FR,47.8333,5.3333,38.25,96,66,7.94,broken clouds
709,Biblis,DE,49.6917,8.4586,46.2,85,92,6.8,overcast clouds
710,Didwana,IN,27.4,74.5667,50.09,76,0,4.74,clear sky
711,Grand-Lahou,CI,5.1367,-5.0242,78.01,87,3,6.71,clear sky
712,Yerbogachen,RU,61.2767,108.0108,4.32,98,100,3.78,overcast clouds
713,Shimoda,JP,34.6667,138.95,46.76,63,100,4.59,overcast clouds
714,Butwal,NP,27.7006,83.4484,55.49,87,100,5.5,overcast clouds
715,Shorapur,IN,16.5167,76.75,63.52,51,11,7.54,few clouds
716,Garcia,MX,25.8167,-100.5833,70.66,86,89,7.49,overcast clouds
717,Waldoboro,US,44.0954,-69.3756,39.34,97,100,8.77,light rain
718,Abong Mbang,CM,3.9833,13.1833,65.89,81,94,1.05,overcast clouds
